LIB,VER,Z,SYM,A,M,MF,MT,LIBORIG,VERORIG
JEFF,3.2,75,Re,188,g,3,66,JEFF,3.2
JEFF,3.2,74,W,183,g,14,52,TENDL,2009
JEFF,3.2,73,Ta,180,m,6,117,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,4,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,186,g,6,107,JEFF,3.2
JEFF,3.2,74,W,184,g,14,55,TENDL,2009
JEFF,3.2,74,W,186,g,12,16,JEFF,3.2
JEFF,3.2,75,Re,187,g,1,451,JEFF,3.2
JEFF,3.2,74,W,182,g,14,58,JEFF,3.2
JEFF,3.2,72,Hf,181,g,8,11,JEFF,3.2
JEFF,3.2,74,W,182,g,14,59,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,5,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,4,TENDL,2009
JEFF,3.2,75,Re,188,g,3,67,JEFF,3.2
JEFF,3.2,74,W,183,g,14,53,TENDL,2009
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,11,JEFF,3.2
JEFF,3.2,72,Hf,181,g,8,16,TENDL,2009
JEFF,3.2,74,W,182,g,14,61,JEFF,3.2
JEFF,3.2,74,W,186,g,12,17,JEFF,3.2
JEFF,3.2,74,W,184,g,14,56,TENDL,2009
JEFF,3.2,75,Re,187,g,2,151,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,1,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,68,JEFF,3.2
JEFF,3.2,72,Hf,181,g,8,17,TENDL,2009
JEFF,3.2,74,W,183,g,14,54,TENDL,2009
JEFF,3.2,73,Ta,180,m,8,5,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,184,g,14,57,TENDL,2009
JEFF,3.2,75,Re,188,g,3,69,JEFF,3.2
JEFF,3.2,74,W,182,g,14,62,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,3,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,2,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,11,JEFF,3.2
JEFF,3.2,72,Hf,181,g,8,22,TENDL,2009
JEFF,3.2,74,W,183,g,14,55,TENDL,2009
JEFF,3.2,74,W,186,g,12,22,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,16,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,184,g,14,58,TENDL,2009
JEFF,3.2,74,W,182,g,14,63,JEFF,3.2
JEFF,3.2,74,W,186,g,12,24,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,71,JEFF,3.2
JEFF,3.2,75,Re,185,g,1,451,JEFF,3.2
JEFF,3.2,74,W,183,g,14,56,TENDL,2009
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,186,g,12,28,JEFF,3.2
JEFF,3.2,72,Hf,181,g,8,24,TENDL,2010
JEFF,3.2,74,W,182,g,14,64,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,5,JEFF,3.2
JEFF,3.2,74,W,184,g,14,59,TENDL,2009
JEFF,3.2,75,Re,188,g,3,72,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,17,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,22,TENDL,2011
JEFF,3.2,75,Re,185,g,2,151,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,11,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,1,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,4,JEFF,3.2
JEFF,3.2,74,W,184,g,14,61,TENDL,2009
JEFF,3.2,75,Re,185,g,3,3,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,25,JEFF,3.2
JEFF,3.2,74,W,183,g,14,57,TENDL,2009
JEFF,3.2,76,Os,187,g,3,22,JEFF,3.2
JEFF,3.2,74,W,182,g,14,65,JEFF,3.2
JEFF,3.2,74,W,186,g,12,41,JEFF,3.2
JEFF,3.2,74,W,180,g,1,451,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,72,Hf,181,g,8,33,TENDL,2011
JEFF,3.2,75,Re,188,g,3,73,JEFF,3.2
JEFF,3.2,74,W,180,g,2,151,ENDFB,7.1
JEFF,3.2,74,W,183,g,14,58,TENDL,2009
JEFF,3.2,72,Hf,181,g,8,37,TENDL,2009
JEFF,3.2,73,Ta,180,m,8,28,TENDL,2011
JEFF,3.2,75,Re,185,g,3,2,JEFF,3.2
JEFF,3.2,74,W,184,g,14,62,TENDL,2009
JEFF,3.2,76,Os,187,g,3,24,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,74,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,25,JEFF,3.2
JEFF,3.2,74,W,182,g,14,66,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,32,TENDL,2010
JEFF,3.2,74,W,183,g,14,59,TENDL,2009
JEFF,3.2,74,W,184,g,14,63,TENDL,2009
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,180,g,3,1,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,5,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,75,JEFF,3.2
JEFF,3.2,72,Hf,181,g,8,42,JEFF,3.2
JEFF,3.2,74,W,183,g,14,61,TENDL,2009
JEFF,3.2,75,Re,185,g,3,4,JEFF,3.2
JEFF,3.2,74,W,182,g,14,67,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,11,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,33,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,16,JEFF,3.2
JEFF,3.2,74,W,186,g,12,51,JEFF,3.2
JEFF,3.2,74,W,184,g,14,64,TENDL,2009
JEFF,3.2,76,Os,187,g,3,29,JEFF,3.2
JEFF,3.2,72,Hf,181,g,8,102,TENDL,2009
JEFF,3.2,74,W,180,g,3,2,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,182,g,14,68,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,76,JEFF,3.2
JEFF,3.2,74,W,183,g,14,62,TENDL,2009
JEFF,3.2,76,Os,187,g,3,28,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,22,JEFF,3.2
JEFF,3.2,74,W,182,g,14,91,JEFF,3.2
JEFF,3.2,74,W,186,g,12,52,JEFF,3.2
JEFF,3.2,74,W,184,g,14,65,TENDL,2009
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,17,JEFF,3.2
JEFF,3.2,74,W,180,g,3,4,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,24,JEFF,3.2
JEFF,3.2,74,W,182,g,14,69,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,77,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,34,JEFF,3.2
JEFF,3.2,74,W,183,g,14,63,TENDL,2009
JEFF,3.2,74,W,180,g,3,5,JEFF,3.2
JEFF,3.2,72,Hf,181,g,9,22,JEFF,3.2
JEFF,3.2,74,W,186,g,12,53,JEFF,3.2
JEFF,3.2,74,W,184,g,14,66,TENDL,2009
JEFF,3.2,73,Ta,180,m,8,41,TENDL,2010
JEFF,3.2,75,Re,187,g,3,25,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,32,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,16,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,78,JEFF,3.2
JEFF,3.2,74,W,183,g,14,64,TENDL,2009
JEFF,3.2,76,Os,186,g,1,451,JEFF,3.2
JEFF,3.2,74,W,186,g,12,54,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,42,JEFF,3.2
JEFF,3.2,74,W,180,g,3,16,JEFF,3.2
JEFF,3.2,72,Hf,181,g,9,102,JEFF,3.2
JEFF,3.2,74,W,182,g,14,102,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,22,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,33,JEFF,3.2
JEFF,3.2,74,W,184,g,14,67,TENDL,2009
JEFF,3.2,76,Os,186,g,2,151,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,34,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,24,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,79,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,28,JEFF,3.2
JEFF,3.2,72,Hf,181,g,10,11,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,17,JEFF,3.2
JEFF,3.2,74,W,182,g,14,103,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,1,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,29,JEFF,3.2
JEFF,3.2,74,W,183,g,14,91,JEFF,3.2
JEFF,3.2,74,W,184,g,14,68,TENDL,2009
JEFF,3.2,74,W,186,g,12,55,JEFF,3.2
JEFF,3.2,74,W,182,g,14,104,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,25,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,180,g,3,17,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,44,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,103,TENDL,2009
JEFF,3.2,76,Os,187,g,3,37,JEFF,3.2
JEFF,3.2,74,W,184,g,14,91,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,32,JEFF,3.2
JEFF,3.2,74,W,182,g,14,105,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,91,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,2,JEFF,3.2
JEFF,3.2,74,W,186,g,12,56,JEFF,3.2
JEFF,3.2,72,Hf,181,g,10,16,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,104,TENDL,2009
JEFF,3.2,76,Os,186,g,3,3,JEFF,3.2
JEFF,3.2,74,W,180,g,3,22,JEFF,3.2
JEFF,3.2,74,W,180,g,3,24,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,41,JEFF,3.2
JEFF,3.2,74,W,183,g,14,102,JEFF,3.2
JEFF,3.2,72,Hf,181,g,10,17,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,28,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,102,JEFF,3.2
JEFF,3.2,74,W,186,g,12,57,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,33,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,29,JEFF,3.2
JEFF,3.2,74,W,182,g,14,106,JEFF,3.2
JEFF,3.2,76,Os,188,g,1,451,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,42,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,183,g,14,103,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,105,TENDL,2009
JEFF,3.2,75,Re,187,g,3,34,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,4,JEFF,3.2
JEFF,3.2,74,W,183,g,14,104,JEFF,3.2
JEFF,3.2,74,W,184,g,14,103,JEFF,3.2
JEFF,3.2,74,W,184,g,14,102,JEFF,3.2
JEFF,3.2,74,W,186,g,12,58,JEFF,3.2
JEFF,3.2,72,Hf,181,g,10,24,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,44,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,5,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,103,JEFF,3.2
JEFF,3.2,76,Os,188,g,2,151,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,32,JEFF,3.2
JEFF,3.2,74,W,180,g,3,28,JEFF,3.2
JEFF,3.2,74,W,180,g,3,41,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,11,JEFF,3.2
JEFF,3.2,74,W,184,g,14,104,JEFF,3.2
JEFF,3.2,74,W,182,g,14,107,JEFF,3.2
JEFF,3.2,74,W,183,g,14,105,JEFF,3.2
JEFF,3.2,74,W,186,g,12,59,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,1,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,37,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,45,JEFF,3.2
JEFF,3.2,74,W,182,g,15,16,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,106,TENDL,2011
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,72,Hf,181,g,10,33,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,104,JEFF,3.2
JEFF,3.2,74,W,184,g,14,105,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,2,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,33,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,107,JEFF,3.2
JEFF,3.2,74,W,183,g,14,106,JEFF,3.2
JEFF,3.2,74,W,180,g,3,51,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,34,JEFF,3.2
JEFF,3.2,74,W,186,g,12,61,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,41,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,182,g,15,17,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,105,JEFF,3.2
JEFF,3.2,72,Hf,181,g,10,37,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,112,TENDL,2010
JEFF,3.2,76,Os,186,g,3,16,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,3,JEFF,3.2
JEFF,3.2,74,W,186,g,12,62,JEFF,3.2
JEFF,3.2,72,Hf,181,g,10,42,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,51,JEFF,3.2
JEFF,3.2,74,W,184,g,14,106,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,42,JEFF,3.2
JEFF,3.2,74,W,180,g,3,52,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,106,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,51,TENDL,2009
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,186,g,12,63,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,37,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,4,JEFF,3.2
JEFF,3.2,74,W,183,g,14,107,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,17,JEFF,3.2
JEFF,3.2,74,W,182,g,15,24,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,52,JEFF,3.2
JEFF,3.2,74,W,182,g,15,22,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,44,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,115,JEFF,3.2
JEFF,3.2,74,W,183,g,15,16,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,107,JEFF,3.2
JEFF,3.2,74,W,180,g,3,53,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,5,JEFF,3.2
JEFF,3.2,74,W,184,g,14,107,JEFF,3.2
JEFF,3.2,74,W,186,g,12,64,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,52,TENDL,2009
JEFF,3.2,75,Re,185,g,3,41,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,111,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,22,JEFF,3.2
JEFF,3.2,74,W,182,g,15,28,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,45,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,11,JEFF,3.2
JEFF,3.2,73,Ta,180,m,8,116,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,53,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,53,TENDL,2009
JEFF,3.2,74,W,180,g,3,54,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,183,g,15,17,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,24,JEFF,3.2
JEFF,3.2,74,W,184,g,15,16,JEFF,3.2
JEFF,3.2,74,W,186,g,12,65,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,42,JEFF,3.2
JEFF,3.2,75,Re,188,g,3,112,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,25,JEFF,3.2
JEFF,3.2,74,W,182,g,15,41,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,54,TENDL,2009
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,73,Ta,180,m,9,4,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,54,JEFF,3.2
JEFF,3.2,74,W,186,g,12,66,JEFF,3.2
JEFF,3.2,74,W,184,g,15,17,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,44,JEFF,3.2
JEFF,3.2,74,W,182,g,15,91,JEFF,3.2
JEFF,3.2,74,W,180,g,3,55,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,55,JEFF,3.2
JEFF,3.2,75,Re,188,g,4,2,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,16,JEFF,3.2
JEFF,3.2,74,W,183,g,15,22,JEFF,3.2
JEFF,3.2,74,W,184,g,15,22,JEFF,3.2
JEFF,3.2,74,W,186,g,12,67,JEFF,3.2
JEFF,3.2,74,W,183,g,15,24,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,45,JEFF,3.2
JEFF,3.2,74,W,180,g,3,56,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,55,TENDL,2009
JEFF,3.2,76,Os,186,g,3,29,JEFF,3.2
JEFF,3.2,73,Ta,180,m,9,22,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,51,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,28,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,17,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,56,JEFF,3.2
JEFF,3.2,74,W,183,g,15,28,JEFF,3.2
JEFF,3.2,74,W,184,g,15,24,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,56,TENDL,2009
JEFF,3.2,75,Re,188,g,4,51,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,186,g,12,68,JEFF,3.2
JEFF,3.2,74,W,180,g,3,57,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,52,JEFF,3.2
JEFF,3.2,73,Ta,180,m,9,103,JEFF,3.2
JEFF,3.2,74,W,186,g,12,91,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,57,JEFF,3.2
JEFF,3.2,74,W,184,g,15,28,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,22,JEFF,3.2
JEFF,3.2,74,W,183,g,15,41,JEFF,3.2
JEFF,3.2,75,Re,188,g,4,52,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,32,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,58,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,24,JEFF,3.2
JEFF,3.2,73,Ta,180,m,9,107,JEFF,3.2
JEFF,3.2,74,W,182,g,15,102,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,57,TENDL,2009
JEFF,3.2,74,W,180,g,3,58,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,53,JEFF,3.2
JEFF,3.2,74,W,182,g,15,103,JEFF,3.2
JEFF,3.2,74,W,183,g,15,91,JEFF,3.2
JEFF,3.2,74,W,184,g,15,41,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,51,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,75,Re,188,g,4,53,JEFF,3.2
JEFF,3.2,74,W,180,g,3,91,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,25,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,58,TENDL,2009
JEFF,3.2,76,Os,186,g,3,34,JEFF,3.2
JEFF,3.2,73,Ta,180,m,9,112,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,59,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,54,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,33,JEFF,3.2
JEFF,3.2,74,W,182,g,15,104,JEFF,3.2
JEFF,3.2,74,W,186,g,12,103,JEFF,3.2
JEFF,3.2,74,W,186,g,12,102,JEFF,3.2
JEFF,3.2,73,Ta,180,m,10,11,JEFF,3.2
JEFF,3.2,74,W,184,g,15,91,JEFF,3.2
JEFF,3.2,75,Re,188,g,4,54,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,52,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,180,g,3,102,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,59,TENDL,2009
JEFF,3.2,76,Os,187,g,3,61,JEFF,3.2
JEFF,3.2,76,Os,189,g,1,451,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,55,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,37,JEFF,3.2
JEFF,3.2,74,W,180,g,3,111,JEFF,3.2
JEFF,3.2,74,W,182,g,15,105,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,29,JEFF,3.2
JEFF,3.2,74,W,186,g,12,104,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,53,JEFF,3.2
JEFF,3.2,74,W,180,g,3,601,JEFF,3.2
JEFF,3.2,73,Ta,180,m,10,25,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,28,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,186,g,12,105,JEFF,3.2
JEFF,3.2,75,Re,188,g,4,55,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,62,JEFF,3.2
JEFF,3.2,76,Os,189,g,2,151,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,61,TENDL,2009
JEFF,3.2,74,W,183,g,15,102,JEFF,3.2
JEFF,3.2,74,W,182,g,15,106,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,54,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,56,JEFF,3.2
JEFF,3.2,76,Os,189,g,3,1,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,41,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,180,g,3,602,JEFF,3.2
JEFF,3.2,74,W,183,g,15,103,JEFF,3.2
JEFF,3.2,74,W,186,g,12,106,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,62,TENDL,2009
JEFF,3.2,75,Re,188,g,4,56,JEFF,3.2
JEFF,3.2,74,W,184,g,15,103,JEFF,3.2
JEFF,3.2,74,W,184,g,15,102,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,63,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,42,JEFF,3.2
JEFF,3.2,73,Ta,180,m,10,28,JEFF,3.2
JEFF,3.2,74,W,183,g,15,104,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,32,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,55,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,57,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,76,Os,189,g,3,2,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,64,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,63,TENDL,2009
JEFF,3.2,74,W,184,g,15,104,JEFF,3.2
JEFF,3.2,74,W,180,g,3,603,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,44,JEFF,3.2
JEFF,3.2,75,Re,188,g,4,57,JEFF,3.2
JEFF,3.2,73,Ta,180,m,10,32,JEFF,3.2
JEFF,3.2,74,W,183,g,15,105,JEFF,3.2
JEFF,3.2,74,W,186,g,12,107,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,34,JEFF,3.2
JEFF,3.2,74,W,182,g,15,107,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,56,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,33,JEFF,3.2
JEFF,3.2,73,Ta,180,m,10,33,JEFF,3.2
JEFF,3.2,76,Os,189,g,3,3,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,58,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,65,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,180,g,3,604,JEFF,3.2
JEFF,3.2,74,W,184,g,15,105,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,64,TENDL,2009
JEFF,3.2,75,Re,188,g,4,58,JEFF,3.2
JEFF,3.2,74,W,186,g,14,16,JEFF,3.2
JEFF,3.2,74,W,183,g,15,106,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,45,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,59,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,57,JEFF,3.2
JEFF,3.2,76,Os,189,g,3,4,JEFF,3.2
JEFF,3.2,73,Ta,180,m,10,34,JEFF,3.2
JEFF,3.2,74,W,182,g,33,1,JEFF,3.2
JEFF,3.2,74,W,180,g,3,605,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,37,JEFF,3.2
JEFF,3.2,74,W,184,g,15,106,JEFF,3.2
JEFF,3.2,75,Re,188,g,4,59,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,65,TENDL,2009
JEFF,3.2,76,Os,187,g,3,66,JEFF,3.2
JEFF,3.2,74,W,186,g,14,17,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,61,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,58,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,67,JEFF,3.2
JEFF,3.2,76,Os,189,g,3,5,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,51,JEFF,3.2
JEFF,3.2,74,W,180,g,3,606,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,41,JEFF,3.2
JEFF,3.2,76,Os,189,g,3,11,JEFF,3.2
JEFF,3.2,75,Re,188,g,4,61,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,66,TENDL,2009
JEFF,3.2,73,Ta,180,m,10,41,JEFF,3.2
JEFF,3.2,74,W,183,g,15,107,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,62,JEFF,3.2
JEFF,3.2,74,W,186,g,14,22,JEFF,3.2
JEFF,3.2,74,W,182,g,33,2,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,59,JEFF,3.2
JEFF,3.2,76,Os,187,g,3,68,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,42,JEFF,3.2
JEFF,3.2,73,Ta,180,m,10,42,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,61,JEFF,3.2
JEFF,3.2,74,W,184,g,15,107,JEFF,3.2
JEFF,3.2,74,W,180,g,3,607,JEFF,3.2
JEFF,3.2,76,Os,186,g,3,52,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,186,g,14,24,JEFF,3.2
JEFF,3.2,72,Hf,181,g,12,67,TENDL,2009
JEFF,3.2,75,Re,188,g,4,62,JEFF,3.2
JEFF,3.2,75,Re,187,g,3,63,JEFF,3.2
JEFF,3.2,76,Os,188,g,3,44,JEFF,3.2
JEFF,3.2,75,Re,185,g,3,62,JEFF,3.2
